"Município";"id_orgao";"Órgão";"Categoria da Receita";"Origem da Receita";"2012";"2013";"2014"
"Américo Brasiliense";"";"Prefeitura Municipal De Américo Brasiliense";"Receitas Correntes";"Receita Patrimonial";"515.006,77";"724.688,91";"962.127,97"
"Américo de Campos";"";"Prefeitura Municipal De Américo De Campos";"Receitas Correntes";"Receita de Serviços";"286.684,73";"354.673,60";"371.122,79"
"Américo de Campos";"";"Prefeitura Municipal De Américo De Campos";"Receitas Correntes";"Outras Receitas Correntes";"820.577,40";"423.695,12";"471.674,01"
"Américo de Campos";"";"Prefeitura Municipal De Américo De Campos";"Receitas de Capital";"Transferências de Capital";"1.230.020,00";"1.046.590,51";"1.793.594,52"
"Américo de Campos";"";"Prefeitura Municipal De Américo De Campos";"Receitas de Capital";"Alienação de Bens";"";"1.200,00";"83.700,00"
"Américo de Campos";"";"Prefeitura Municipal De Américo De Campos";"Receitas Correntes";"Transferências Correntes";"12.144.106,97";"13.993.557,16";"14.889.272,63"
"Américo de Campos";"";"Prefeitura Municipal De Américo De Campos";"Receitas Correntes";"Receita Tributária";"921.805,92";"1.191.918,77";"1.181.642,34"
"Américo de Campos";"";"Prefeitura Municipal De Américo De Campos";"Receitas Correntes";"Receita Patrimonial";"20.016,72";"35.662,99";"76.903,72"
"Amparo";"";"Prefeitura Municipal De Amparo";"Receitas de Capital";"Operações de Crédito";"2.376.302,10";"28.997,61";""
"Amparo";"";"Prefeitura Municipal De Amparo";"Receitas Correntes";"Transferências Correntes";"110.428.199,09";"125.979.859,52";"133.590.682,97"
"Amparo";"";"Prefeitura Municipal De Amparo";"Receitas Correntes";"Receita Tributária";"28.183.285,06";"32.164.662,30";"38.442.591,30"
"Amparo";"";"Prefeitura Municipal De Amparo";"Receitas Correntes";"Receita Patrimonial";"2.016.988,97";"2.051.199,82";"3.226.010,93"
"Amparo";"";"Prefeitura Municipal De Amparo";"Receitas Correntes";"Receita de Serviços";"94.562,45";"146.945,86";"122.181,51"
"Amparo";"";"Prefeitura Municipal De Amparo";"Receitas Correntes";"Outras Receitas Correntes";"12.746.691,28";"6.990.346,54";"5.920.948,16"
"Amparo";"";"Saae - Serviço Autônomo De Água E Esgoto";"Receitas de Capital";"Alienação de Bens";"103.300,60";"";""
"Amparo";"";"Saae - Serviço Autônomo De Água E Esgoto";"Receitas de Capital";"Transferências de Capital";"122.154,32";"275.576,17";"565.535,00"
"Amparo";"";"Saae - Serviço Autônomo De Água E Esgoto";"Receitas Correntes";"Receita Patrimonial";"510.431,67";"310.305,90";"344.184,33"
"Amparo";"";"Saae - Serviço Autônomo De Água E Esgoto";"Receitas Correntes";"Receita de Serviços";"11.621.107,20";"11.791.206,28";"11.281.879,78"
"Amparo";"";"Saae - Serviço Autônomo De Água E Esgoto";"Receitas Correntes";"Outras Receitas Correntes";"470.927,73";"799.014,68";"1.137.755,97"
"Amparo";"";"Prefeitura Municipal De Amparo";"Receitas de Capital";"Transferências de Capital";"7.490.450,95";"4.933.784,83";"9.003.341,28"
"Amparo";"";"Prefeitura Municipal De Amparo";"Receitas de Capital";"Alienação de Bens";"6.578,20";"";""
"Amparo";"";"Saae - Serviço Autônomo De Água E Esgoto";"Receitas Correntes";"Receita Tributária";"";"14.832,34";""
"Analândia";"";"Prefeitura Municipal De Analândia";"Receitas de Capital";"Alienação de Bens";"1.520,00";"";""
"Analândia";"";"Prefeitura Municipal De Analândia";"Receitas de Capital";"Transferências de Capital";"276.554,79";"807.935,70";"1.374.371,96"
"Analândia";"";"Prefeitura Municipal De Analândia";"Receitas Correntes";"Receita Patrimonial";"148.453,82";"72.414,42";"164.616,68"
"Analândia";"";"Prefeitura Municipal De Analândia";"Receitas Correntes";"Receita Tributária";"1.836.509,55";"2.443.163,75";"2.332.002,01"
"Analândia";"";"Prefeitura Municipal De Analândia";"Receitas Correntes";"Transferências Correntes";"14.588.972,28";"16.524.331,94";"17.736.131,78"
"Analândia";"";"Prefeitura Municipal De Analândia";"Receitas Correntes";"Outras Receitas Correntes";"726.553,34";"696.980,34";"690.607,40"
"Analândia";"";"Prefeitura Municipal De Analândia";"Receitas Correntes";"Receita de Serviços";"280.316,54";"274.402,27";"301.810,25"
"Andradina";"";"Prefeitura Municipal De Andradina";"Receitas Correntes";"Outras Receitas Correntes";"6.513.274,41";"8.838.433,22";"7.943.480,26"
"Andradina";"";"Agência Reguladora Do Serviço De Água E Esgoto De Andradina";"Receitas Correntes";"Outras Receitas Correntes";"333.799,98";"";""
"Andradina";"";"Agência Reguladora Do Serviço De Água E Esgoto De Andradina";"Receitas Correntes";"Receita de Serviços";"231.228,85";"317.069,80";"312.950,54"
"Andradina";"";"Agência Reguladora Do Serviço De Água E Esgoto De Andradina";"Receitas Correntes";"Receita Patrimonial";"2.152,14";"6.580,61";"14.722,12"
"Andradina";"";"Prefeitura Municipal De Andradina";"Receitas Correntes";"Receita de Contribuições";"1.509.025,90";"1.699.355,88";"1.818.142,05"
"Andradina";"";"Prefeitura Municipal De Andradina";"Receitas Correntes";"Receita de Serviços";"508,76";"402,72";"123,20"
"Andradina";"";"Prefeitura Municipal De Andradina";"Receitas Correntes";"Receita Patrimonial";"2.691.769,01";"1.324.309,37";"2.095.274,65"
"Andradina";"";"Prefeitura Municipal De Andradina";"Receitas Correntes";"Receita Tributária";"17.083.115,31";"19.864.659,13";"20.544.800,52"
"Andradina";"";"Prefeitura Municipal De Andradina";"Receitas Correntes";"Transferências Correntes";"71.693.790,86";"81.985.034,13";"86.779.334,58"
"Andradina";"";"Prefeitura Municipal De Andradina";"Receitas de Capital";"Alienação de Bens";"203.199,96";"437.652,64";"495.087,10"
"Andradina";"";"Prefeitura Municipal De Andradina";"Receitas de Capital";"Transferências de Capital";"4.245.016,50";"4.084.999,23";"8.635.101,25"
"Angatuba";"";"Prefeitura Municipal De Angatuba";"Receitas Correntes";"Receita de Serviços";"16.156,76";"7.584,33";"14.934,85"
"Angatuba";"";"Prefeitura Municipal De Angatuba";"Receitas de Capital";"Outras Receitas de Capital";"";"25,00";"24.344,33"
"Angatuba";"";"Prefeitura Municipal De Angatuba";"Receitas de Capital";"Alienação de Bens";"";"66.350,00";"217.321,74"
"Angatuba";"";"Prefeitura Municipal De Angatuba";"Receitas Correntes";"Transferências Correntes";"45.302.378,98";"48.908.620,82";"53.392.558,81"
"Angatuba";"";"Prefeitura Municipal De Angatuba";"Receitas Correntes";"Receita Tributária";"2.872.622,61";"3.570.148,16";"3.913.431,06"
"Angatuba";"";"Prefeitura Municipal De Angatuba";"Receitas Correntes";"Receita Patrimonial";"207.227,62";"190.596,67";"288.556,99"
"Angatuba";"";"Prefeitura Municipal De Angatuba";"Receitas Correntes";"Receita Industrial";"";"";"406,58"
"Angatuba";"";"Prefeitura Municipal De Angatuba";"Receitas Correntes";"Outras Receitas Correntes";"656.383,22";"3.783.089,18";"5.259.825,03"
"Angatuba";"";"Prefeitura Municipal De Angatuba";"Receitas de Capital";"Transferências de Capital";"3.782.205,85";"2.005.081,94";"4.090.663,33"
"Anhembi";"";"Prefeitura Municipal De Anhembi";"Receitas de Capital";"Transferências de Capital";"10.834.040,45";"7.847.274,17";"3.216.877,91"
"Anhembi";"";"Prefeitura Municipal De Anhembi";"Receitas de Capital";"Alienação de Bens";"119.309,73";"4.803,96";"6.819,60"
"Anhembi";"";"Prefeitura Municipal De Anhembi";"Receitas Correntes";"Transferências Correntes";"20.838.392,16";"21.792.766,20";"21.217.947,16"
"Anhembi";"";"Prefeitura Municipal De Anhembi";"Receitas Correntes";"Receita Tributária";"2.012.970,20";"2.911.844,27";"2.813.628,93"
"Anhembi";"";"Prefeitura Municipal De Anhembi";"Receitas Correntes";"Receita Patrimonial";"184.590,08";"222.358,22";"375.538,43"
"Anhembi";"";"Prefeitura Municipal De Anhembi";"Receitas Correntes";"Receita de Contribuições";"52.510,86";"44.235,04";"57.288,17"
"Anhembi";"";"Prefeitura Municipal De Anhembi";"Receitas Correntes";"Outras Receitas Correntes";"821.862,59";"541.866,08";"225.217,81"
"Anhumas";"";"Prefeitura Municipal De Anhumas";"Receitas Correntes";"Transferências Correntes";"10.748.155,54";"12.002.021,84";"12.433.976,80"
"Anhumas";"";"Prefeitura Municipal De Anhumas";"Receitas Correntes";"Outras Receitas Correntes";"117.538,40";"152.035,10";"175.223,24"
"Anhumas";"";"Prefeitura Municipal De Anhumas";"Receitas Correntes";"Receita de Contribuições";"38.241,46";"23.400,63";"24.004,93"
"Anhumas";"";"Prefeitura Municipal De Anhumas";"Receitas Correntes";"Receita de Serviços";"3.080,00";"5.380,00";"4.940,00"
"Anhumas";"";"Prefeitura Municipal De Anhumas";"Receitas Correntes";"Receita Patrimonial";"23.958,24";"24.597,97";"48.263,16"
"Anhumas";"";"Prefeitura Municipal De Anhumas";"Receitas Correntes";"Receita Tributária";"383.477,72";"383.397,53";"564.579,86"
"Anhumas";"";"Prefeitura Municipal De Anhumas";"Receitas de Capital";"Alienação de Bens";"250.636,89";"48.000,00";"272.600,00"
"Anhumas";"";"Prefeitura Municipal De Anhumas";"Receitas de Capital";"Transferências de Capital";"3.833.425,61";"1.769.945,68";"2.318.091,92"
"Aparecida";"";"Prefeitura Municipal De Aparecida";"Receitas Correntes";"Receita de Serviços";"";"1,66";""
"Aparecida";"";"Serviço Autônomo De Água E Esgoto De Aparecida";"Receitas Correntes";"Receita Patrimonial";"221,75";"";"100.409,41"
"Aparecida";"";"Serviço Autônomo De Água E Esgoto De Aparecida";"Receitas Correntes";"Receita de Serviços";"7.003.281,95";"8.294.399,44";"11.975.505,65"
"Aparecida";"";"Serviço Autônomo De Água E Esgoto De Aparecida";"Receitas Correntes";"Outras Receitas Correntes";"502.685,85";"375.157,03";"579.270,05"
"Aparecida";"";"Prefeitura Municipal De Aparecida";"Receitas de Capital";"Transferências de Capital";"6.429.863,33";"3.051.034,33";"4.314.412,07"
"Aparecida";"";"Prefeitura Municipal De Aparecida";"Receitas Correntes";"Transferências Correntes";"52.417.914,30";"59.403.762,35";"61.621.932,00"
"Aparecida";"";"Prefeitura Municipal De Aparecida";"Receitas Correntes";"Receita Patrimonial";"278.814,16";"265.601,60";"479.230,50"
"Aparecida";"";"Prefeitura Municipal De Aparecida";"Receitas Correntes";"Receita Tributária";"17.028.894,13";"18.362.915,61";"20.602.875,54"
"Aparecida";"";"Prefeitura Municipal De Aparecida";"Receitas Correntes";"Outras Receitas Correntes";"3.183.597,67";"4.754.339,33";"5.235.771,88"
"Aparecida d Oeste";"";"Instituto De Previdencia Municipial ";"Receitas Correntes";"Outras Receitas Correntes";"";"";"650,19"
"Aparecida d Oeste";"";"Prefeitura Municipal De Aparecida D Oeste";"Receitas Correntes";"Receita Patrimonial";"44.618,22";"36.445,23";"120.187,59"
"Aparecida d Oeste";"";"Prefeitura Municipal De Aparecida D Oeste";"Receitas de Capital";"Alienação de Bens";"";"123.563,00";"113.973,00"
"Aparecida d Oeste";"";"Prefeitura Municipal De Aparecida D Oeste";"Receitas Correntes";"Transferências Correntes";"10.481.447,12";"12.060.634,33";"12.273.393,44"
"Aparecida d Oeste";"";"Prefeitura Municipal De Aparecida D Oeste";"Receitas Correntes";"Receita Tributária";"434.904,67";"411.886,00";"498.891,36"
"Aparecida d Oeste";"";"Prefeitura Municipal De Aparecida D Oeste";"Receitas Correntes";"Receita de Serviços";"3.064,30";"37.655,00";"62.791,37"
"Aparecida d Oeste";"";"Prefeitura Municipal De Aparecida D Oeste";"Receitas Correntes";"Receita de Contribuições";"111.250,52";"126.964,60";"148.545,74"
"Aparecida d Oeste";"";"Prefeitura Municipal De Aparecida D Oeste";"Receitas Correntes";"Outras Receitas Correntes";"89.792,02";"109.671,65";"110.264,50"
"Aparecida d Oeste";"";"Instituto De Previdencia Municipial ";"Receitas Correntes";"Receita Patrimonial";"432.106,65";"";"302.648,16"
"Aparecida d Oeste";"";"Instituto De Previdencia Municipial ";"Receitas Correntes";"Receita de Contribuições";"928.029,21";"906.068,39";"1.115.244,99"
"Aparecida d Oeste";"";"Prefeitura Municipal De Aparecida D Oeste";"Receitas de Capital";"Transferências de Capital";"563.680,00";"951.131,29";"3.327.499,17"
"Apiaí";"";"Prefeitura Municipal De Apiaí";"Receitas Correntes";"Outras Receitas Correntes";"849.135,37";"685.964,60";"602.973,22"
"Apiaí";"";"Prefeitura Municipal De Apiaí";"Receitas Correntes";"Receita de Contribuições";"196.438,53";"212.504,56";"110.086,92"
"Apiaí";"";"Prefeitura Municipal De Apiaí";"Receitas Correntes";"Receita de Serviços";"60.956,78";"";"8.312,29"
"Apiaí";"";"Prefeitura Municipal De Apiaí";"Receitas Correntes";"Receita Patrimonial";"295.844,10";"261.685,59";"428.973,77"
"Apiaí";"";"Prefeitura Municipal De Apiaí";"Receitas Correntes";"Receita Tributária";"3.812.276,90";"5.612.966,03";"3.966.243,17"
"Apiaí";"";"Prefeitura Municipal De Apiaí";"Receitas Correntes";"Transferências Correntes";"37.557.121,86";"43.713.456,93";"45.896.458,56"
"Apiaí";"";"Prefeitura Municipal De Apiaí";"Receitas de Capital";"Transferências de Capital";"2.916.310,35";"690.298,17";"2.744.962,00"
"Araçariguama";"";"Prefeitura Municipal De Araçariguama";"Receitas Correntes";"Receita de Contribuições";"420.012,36";"364.979,18";"392.877,58"
"Araçariguama";"";"Imss - Instituto Municipal De Seguridade Social ";"Receitas Correntes";"Outras Receitas Correntes";"180.156,84";"366.924,06";"648.334,21"
"Araçariguama";"";"Imss - Instituto Municipal De Seguridade Social ";"Receitas Correntes";"Receita de Contribuições";"2.194.270,16";"2.784.756,03";"3.720.862,07"
"Araçariguama";"";"Imss - Instituto Municipal De Seguridade Social ";"Receitas Correntes";"Receita Patrimonial";"-24.406,53";"830.239,06";"1.848.388,10"
"Araçariguama";"";"Prefeitura Municipal De Araçariguama";"Receitas Correntes";"Outras Receitas Correntes";"1.628.741,36";"2.301.403,77";"1.127.224,88"
"Araçariguama";"";"Prefeitura Municipal De Araçariguama";"Receitas Correntes";"Receita de Serviços";"2.421,52";"1.200,00";""
"Araçariguama";"";"Prefeitura Municipal De Araçariguama";"Receitas Correntes";"Receita Patrimonial";"102.386,91";"120.498,59";"151.702,81"
"Araçariguama";"";"Prefeitura Municipal De Araçariguama";"Receitas Correntes";"Receita Tributária";"14.180.669,65";"13.994.737,31";"16.533.198,30"
"Araçariguama";"";"Prefeitura Municipal De Araçariguama";"Receitas Correntes";"Transferências Correntes";"53.452.089,31";"56.587.857,08";"57.247.785,61"
"Araçariguama";"";"Prefeitura Municipal De Araçariguama";"Receitas de Capital";"Alienação de Bens";"95.800,00";"";"80.840,00"
"Araçariguama";"";"Prefeitura Municipal De Araçariguama";"Receitas de Capital";"Transferências de Capital";"1.164.894,81";"321.845,67";"868.029,19"
"Araçatuba";"";"Câmara Municipal De Araçatuba";"Receitas Correntes";"Outras Receitas Correntes";"1.205,82";"27.202,42";"1.775,00"
"Araçatuba";"";"Câmara Municipal De Araçatuba";"Receitas Correntes";"Receita Patrimonial";"6.780,98";"3.328,75";"8.941,20"
"Araçatuba";"";"Departamento De Água E Esgoto De Araçatuba";"Receitas Correntes";"Outras Receitas Correntes";"8.284.025,83";"3.556.707,67";"3.822.300,99"
"Araçatuba";"";"Departamento De Água E Esgoto De Araçatuba";"Receitas Correntes";"Receita de Serviços";"44.649.080,43";"1.596.698,16";"1.639.602,79"
"Araçatuba";"";"Departamento De Água E Esgoto De Araçatuba";"Receitas Correntes";"Receita Patrimonial";"1.277.040,57";"19.691,74";"72.181,23"
"Araçatuba";"";"Departamento De Água E Esgoto De Araçatuba";"Receitas Correntes";"Receita Tributária";"95.038,20";"";""
"Araçatuba";"";"Departamento De Água E Esgoto De Araçatuba";"Receitas de Capital";"Alienação de Bens";"183.233,45";"";""
"Araçatuba";"";"Fundação Educacional De Araçatuba";"Receitas Correntes";"Outras Receitas Correntes";"593.542,65";"865.151,04";"310.465,48"
"Araçatuba";"";"Fundação Educacional De Araçatuba";"Receitas Correntes";"Receita de Serviços";"1.854.988,24";"2.193.188,11";"2.912.997,14"
"Araçatuba";"";"Fundação Educacional De Araçatuba";"Receitas Correntes";"Receita Patrimonial";"220.067,02";"260.817,15";"278.030,99"
"Araçatuba";"";"Prefeitura Municipal De Araçatuba";"Receitas Correntes";"Outras Receitas Correntes";"17.205.653,89";"23.549.670,95";"19.974.188,29"
"Araçatuba";"";"Prefeitura Municipal De Araçatuba";"Receitas Correntes";"Receita de Contribuições";"1.082.138,60";"4.121.345,63";"3.732.566,61"
"Araçatuba";"";"Prefeitura Municipal De Araçatuba";"Receitas Correntes";"Receita de Serviços";"";"";"415,00"
"Araçatuba";"";"Prefeitura Municipal De Araçatuba";"Receitas Correntes";"Receita Patrimonial";"22.823.062,31";"21.806.814,42";"3.986.472,46"
"Araçatuba";"";"Prefeitura Municipal De Araçatuba";"Receitas Correntes";"Receita Tributária";"83.368.655,46";"93.564.497,33";"101.867.521,41"
"Araçatuba";"";"Prefeitura Municipal De Araçatuba";"Receitas Correntes";"Transferências Correntes";"218.559.967,79";"242.003.251,36";"264.314.814,32"
"Araçatuba";"";"Prefeitura Municipal De Araçatuba";"Receitas de Capital";"Alienação de Bens";"3.188,00";"";""
"Araçatuba";"";"Prefeitura Municipal De Araçatuba";"Receitas de Capital";"Operações de Crédito";"1.812.292,41";"4.380.348,51";"4.440.346,72"
"Araçatuba";"";"Prefeitura Municipal De Araçatuba";"Receitas de Capital";"Transferências de Capital";"8.200.434,37";"6.235.017,27";"4.169.546,24"
"Araçoiaba da Serra";"";"Prefeitura Municipal De Aracoiaba Da Serra";"Receitas de Capital";"Transferências de Capital";"320.313,52";"742.361,31";"2.891.301,88"
"Araçoiaba da Serra";"";"Prefeitura Municipal De Aracoiaba Da Serra";"Receitas Correntes";"Outras Receitas Correntes";"2.546.593,25";"2.937.492,39";"4.757.315,62"
"Araçoiaba da Serra";"";"Prefeitura Municipal De Aracoiaba Da Serra";"Receitas Correntes";"Receita de Contribuições";"990.819,71";"737.465,29";"940.898,74"
"Araçoiaba da Serra";"";"Prefeitura Municipal De Aracoiaba Da Serra";"Receitas Correntes";"Receita de Serviços";"104.223,29";"141.739,69";"18.252,69"
